prompt,intent
put rice on list 1,shopping_list
put rice on list 2,shopping_list
add milk to shopping list 3,shopping_list
add milk to shopping list 4,shopping_list
add milk to shopping list 0,shopping_list
add milk to shopping list 1,shopping_list
buy eggs 2,shopping_list
put rice on list 3,shopping_list
put rice on list 4,shopping_list
put rice on list 0,shopping_list
add milk to shopping list 1,shopping_list
buy eggs 2,shopping_list
put rice on list 3,shopping_list
put rice on list 4,shopping_list
buy eggs 0,shopping_list
put rice on list 1,shopping_list
buy eggs 2,shopping_list
add bread 3,shopping_list
put rice on list 4,shopping_list
buy eggs 0,shopping_list
put rice on list 1,shopping_list
buy eggs 2,shopping_list
add milk to shopping list 3,shopping_list
add milk to shopping list 4,shopping_list
put rice on list 0,shopping_list
put rice on list 1,shopping_list
put rice on list 2,shopping_list
buy eggs 3,shopping_list
put rice on list 4,shopping_list
add bread 0,shopping_list
add bread 1,shopping_list
add bread 2,shopping_list
buy eggs 3,shopping_list
buy eggs 4,shopping_list
add milk to shopping list 0,shopping_list
buy eggs 1,shopping_list
put rice on list 2,shopping_list
add bread 3,shopping_list
buy eggs 4,shopping_list
put rice on list 0,shopping_list
put rice on list 1,shopping_list
add milk to shopping list 2,shopping_list
buy eggs 3,shopping_list
put rice on list 4,shopping_list
buy eggs 0,shopping_list
add milk to shopping list 1,shopping_list
buy eggs 2,shopping_list
put rice on list 3,shopping_list
add milk to shopping list 4,shopping_list
buy eggs 0,shopping_list
put rice on list 1,shopping_list
add bread 2,shopping_list
put rice on list 3,shopping_list
put rice on list 4,shopping_list
switch off fan 0,smart_home
turn off ac 1,smart_home
dim lights 2,smart_home
dim lights 3,smart_home
turn off ac 4,smart_home
switch off fan 0,smart_home
dim lights 1,smart_home
switch off fan 2,smart_home
turn on lights 3,smart_home
turn on lights 4,smart_home
turn on lights 0,smart_home
dim lights 1,smart_home
turn on lights 2,smart_home
dim lights 3,smart_home
turn off ac 4,smart_home
switch off fan 0,smart_home
dim lights 1,smart_home
dim lights 2,smart_home
dim lights 3,smart_home
turn off ac 4,smart_home
turn on lights 0,smart_home
dim lights 1,smart_home
turn off ac 2,smart_home
turn off ac 3,smart_home
turn on lights 4,smart_home
switch off fan 0,smart_home
switch off fan 1,smart_home
dim lights 2,smart_home
switch off fan 3,smart_home
turn on lights 4,smart_home
turn off ac 0,smart_home
switch off fan 1,smart_home
turn on lights 2,smart_home
turn on lights 3,smart_home
turn on lights 4,smart_home
dim lights 0,smart_home
turn off ac 1,smart_home
turn off ac 2,smart_home
turn on lights 3,smart_home
switch off fan 4,smart_home
turn off ac 0,smart_home
dim lights 1,smart_home
turn on lights 2,smart_home
turn off ac 3,smart_home
turn off ac 4,smart_home
turn on lights 0,smart_home
switch off fan 1,smart_home
turn off ac 2,smart_home
dim lights 3,smart_home
switch off fan 4,smart_home
turn off ac 0,smart_home
dim lights 1,smart_home
turn off ac 2,smart_home
turn off ac 3,smart_home
turn on lights 4,smart_home
dim lights 0,smart_home
turn on lights 1,smart_home
switch off fan 2,smart_home
switch off fan 3,smart_home
turn off ac 4,smart_home
switch off fan 0,smart_home
turn off ac 1,smart_home
turn on lights 2,smart_home
turn off ac 3,smart_home
turn on lights 4,smart_home
turn on lights 0,smart_home
dim lights 1,smart_home
turn off ac 2,smart_home
switch off fan 3,smart_home
turn off ac 4,smart_home
dim lights 0,smart_home
turn on lights 1,smart_home
dim lights 2,smart_home
switch off fan 3,smart_home
dim lights 4,smart_home
switch off fan 0,smart_home
switch off fan 1,smart_home
switch off fan 2,smart_home
dim lights 3,smart_home
dim lights 4,smart_home
dim lights 0,smart_home
dim lights 1,smart_home
switch off fan 2,smart_home
turn off ac 3,smart_home
switch off fan 4,smart_home
dim lights 0,smart_home
turn on lights 1,smart_home
switch off fan 2,smart_home
switch off fan 3,smart_home
turn off ac 4,smart_home
turn off ac 0,smart_home
dim lights 1,smart_home
dim lights 2,smart_home
turn on lights 3,smart_home
dim lights 4,smart_home
turn on lights 0,smart_home
switch off fan 1,smart_home
turn on lights 2,smart_home
switch off fan 3,smart_home
dim lights 4,smart_home
dim lights 0,smart_home
switch off fan 1,smart_home
turn off ac 2,smart_home
turn on lights 3,smart_home
turn on lights 4,smart_home
turn off ac 0,smart_home
turn off ac 1,smart_home
switch off fan 2,smart_home
turn off ac 3,smart_home
switch off fan 4,smart_home
turn off ac 0,smart_home
dim lights 1,smart_home
turn off ac 2,smart_home
switch off fan 3,smart_home
dim lights 4,smart_home
turn on lights 0,smart_home
turn on lights 1,smart_home
switch off fan 2,smart_home
turn off ac 3,smart_home
switch off fan 4,smart_home
turn off ac 0,smart_home
turn on lights 1,smart_home
switch off fan 2,smart_home
dim lights 3,smart_home
dim lights 4,smart_home
dim lights 0,smart_home
dim lights 1,smart_home
dim lights 2,smart_home
turn off ac 3,smart_home
turn on lights 4,smart_home
turn on lights 0,smart_home
dim lights 1,smart_home
turn off ac 2,smart_home
turn off ac 3,smart_home
turn on lights 4,smart_home
turn off ac 0,smart_home
switch off fan 1,smart_home
turn on lights 2,smart_home
turn off ac 3,smart_home
switch off fan 4,smart_home
turn on lights 0,smart_home
switch off fan 1,smart_home
dim lights 2,smart_home
dim lights 3,smart_home
dim lights 4,smart_home
turn off ac 0,smart_home
dim lights 1,smart_home
turn on lights 2,smart_home
switch off fan 3,smart_home
dim lights 4,smart_home
dim lights 0,smart_home
dim lights 1,smart_home
switch off fan 2,smart_home
switch off fan 3,smart_home
turn off ac 4,smart_home
switch off fan 0,smart_home
switch off fan 1,smart_home
switch off fan 2,smart_home
dim lights 3,smart_home
turn on lights 4,smart_home
switch off fan 0,smart_home
switch off fan 1,smart_home
dim lights 2,smart_home
dim lights 3,smart_home
switch off fan 4,smart_home
dim lights 0,smart_home
turn off ac 1,smart_home
turn on lights 2,smart_home
switch off fan 3,smart_home
turn on lights 4,smart_home
who are you 0,personality
who are you 1,personality
who are you 2,personality
tell about yourself 3,personality
tell about yourself 4,personality
who are you 0,personality
what can you do 1,personality
what can you do 2,personality
tell about yourself 3,personality
are you smart 4,personality
tell about yourself 0,personality
are you smart 1,personality
what can you do 2,personality
who are you 3,personality
tell about yourself 4,personality
are you smart 0,personality
what can you do 1,personality
tell about yourself 2,personality
tell about yourself 3,personality
what can you do 4,personality
are you smart 0,personality
what can you do 1,personality
tell about yourself 2,personality
tell about yourself 3,personality
are you smart 4,personality
who are you 0,personality
what can you do 1,personality
tell about yourself 2,personality
who are you 3,personality
tell about yourself 4,personality
what can you do 0,personality
who are you 1,personality
are you smart 2,personality
what can you do 3,personality
what can you do 4,personality
tell about yourself 0,personality
what can you do 1,personality
tell about yourself 2,personality
tell about yourself 3,personality
tell about yourself 4,personality
tell about yourself 0,personality
what can you do 1,personality
what can you do 2,personality
are you smart 3,personality
who are you 4,personality
who are you 0,personality
tell about yourself 1,personality
who are you 2,personality
tell about yourself 3,personality
what can you do 4,personality
tell about yourself 0,personality
are you smart 1,personality
tell about yourself 2,personality
who are you 3,personality
who are you 4,personality
are you smart 0,personality
what can you do 1,personality
are you smart 2,personality
tell about yourself 3,personality
tell about yourself 4,personality
who are you 0,personality
who are you 1,personality
tell about yourself 2,personality
tell about yourself 3,personality
who are you 4,personality
tell about yourself 0,personality
what can you do 1,personality
what can you do 2,personality
who are you 3,personality
are you smart 4,personality
are you smart 0,personality
are you smart 1,personality
who are you 2,personality
tell about yourself 3,personality
are you smart 4,personality
tell about yourself 0,personality
who are you 1,personality
tell about yourself 2,personality
tell about yourself 3,personality
are you smart 4,personality
tell about yourself 0,personality
are you smart 1,personality
what can you do 2,personality
tell about yourself 3,personality
tell about yourself 4,personality
are you smart 0,personality
what can you do 1,personality
what can you do 2,personality
what can you do 3,personality
who are you 4,personality
are you smart 0,personality
are you smart 1,personality
are you smart 2,personality
are you smart 3,personality
are you smart 4,personality
tell about yourself 0,personality
what can you do 1,personality
what can you do 2,personality
what can you do 3,personality
who are you 4,personality
who are you 0,personality
what can you do 1,personality
tell about yourself 2,personality
who are you 3,personality
what can you do 4,personality
what can you do 0,personality
tell about yourself 1,personality
are you smart 2,personality
tell about yourself 3,personality
what can you do 4,personality
what can you do 0,personality
tell about yourself 1,personality
who are you 2,personality
who are you 3,personality
are you smart 4,personality
who are you 0,personality
are you smart 1,personality
who are you 2,personality
who are you 3,personality
tell about yourself 4,personality
tell about yourself 0,personality
who are you 1,personality
are you smart 2,personality
who are you 3,personality
are you smart 4,personality
tell about yourself 0,personality
what can you do 1,personality
tell about yourself 2,personality
who are you 3,personality
who are you 4,personality
tell about yourself 0,personality
what can you do 1,personality
are you smart 2,personality
what can you do 3,personality
what can you do 4,personality
tell about yourself 0,personality
what can you do 1,personality
tell about yourself 2,personality
who are you 3,personality
who are you 4,personality
are you smart 0,personality
what can you do 1,personality
what can you do 2,personality
tell about yourself 3,personality
tell about yourself 4,personality
who are you 0,personality
who are you 1,personality
who are you 2,personality
tell about yourself 3,personality
who are you 4,personality
who are you 0,personality
are you smart 1,personality
tell about yourself 2,personality
what can you do 3,personality
tell about yourself 4,personality
are you smart 0,personality
what can you do 1,personality
who are you 2,personality
tell about yourself 3,personality
what can you do 4,personality
who are you 0,personality
tell about yourself 1,personality
what can you do 2,personality
what can you do 3,personality
are you smart 4,personality
what can you do 0,personality
tell about yourself 1,personality
what can you do 2,personality
what can you do 3,personality
what can you do 4,personality
calculate 5 plus 7 0,calculator
calculate 5 plus 7 1,calculator
calculate 5 plus 7 2,calculator
solve 9 times 8 3,calculator
calculate 5 plus 7 4,calculator
solve 9 times 8 0,calculator
add numbers 1,calculator
add numbers 2,calculator
12 divided by 4 3,calculator
add numbers 4,calculator
12 divided by 4 0,calculator
calculate 5 plus 7 1,calculator
add numbers 2,calculator
calculate 5 plus 7 3,calculator
add numbers 4,calculator
solve 9 times 8 0,calculator
12 divided by 4 1,calculator
solve 9 times 8 2,calculator
add numbers 3,calculator
solve 9 times 8 4,calculator
solve 9 times 8 0,calculator
add numbers 1,calculator
12 divided by 4 2,calculator
12 divided by 4 3,calculator
12 divided by 4 4,calculator
solve 9 times 8 0,calculator
12 divided by 4 1,calculator
calculate 5 plus 7 2,calculator
add numbers 3,calculator
calculate 5 plus 7 4,calculator
calculate 5 plus 7 0,calculator
add numbers 1,calculator
calculate 5 plus 7 2,calculator
12 divided by 4 3,calculator
12 divided by 4 4,calculator
add numbers 0,calculator
12 divided by 4 1,calculator
solve 9 times 8 2,calculator
calculate 5 plus 7 3,calculator
12 divided by 4 4,calculator
solve 9 times 8 0,calculator
solve 9 times 8 1,calculator
calculate 5 plus 7 2,calculator
calculate 5 plus 7 3,calculator
solve 9 times 8 4,calculator
12 divided by 4 0,calculator
calculate 5 plus 7 1,calculator
calculate 5 plus 7 2,calculator
12 divided by 4 3,calculator
solve 9 times 8 4,calculator
solve 9 times 8 0,calculator
calculate 5 plus 7 1,calculator
add numbers 2,calculator
12 divided by 4 3,calculator
add numbers 4,calculator
12 divided by 4 0,calculator
calculate 5 plus 7 1,calculator
solve 9 times 8 2,calculator
calculate 5 plus 7 3,calculator
solve 9 times 8 4,calculator
12 divided by 4 0,calculator
12 divided by 4 1,calculator
12 divided by 4 2,calculator
add numbers 3,calculator
add numbers 4,calculator
12 divided by 4 0,calculator
12 divided by 4 1,calculator
12 divided by 4 2,calculator
solve 9 times 8 3,calculator
calculate 5 plus 7 4,calculator
solve 9 times 8 0,calculator
calculate 5 plus 7 1,calculator
solve 9 times 8 2,calculator
solve 9 times 8 3,calculator
12 divided by 4 4,calculator
12 divided by 4 0,calculator
calculate 5 plus 7 1,calculator
calculate 5 plus 7 2,calculator
calculate 5 plus 7 3,calculator
12 divided by 4 4,calculator
calculate 5 plus 7 0,calculator
12 divided by 4 1,calculator
add numbers 2,calculator
add numbers 3,calculator
12 divided by 4 4,calculator
12 divided by 4 0,calculator
12 divided by 4 1,calculator
add numbers 2,calculator
add numbers 3,calculator
add numbers 4,calculator
calculate 5 plus 7 0,calculator
12 divided by 4 1,calculator
solve 9 times 8 2,calculator
12 divided by 4 3,calculator
add numbers 4,calculator
solve 9 times 8 0,calculator
calculate 5 plus 7 1,calculator
add numbers 2,calculator
solve 9 times 8 3,calculator
calculate 5 plus 7 4,calculator
12 divided by 4 0,calculator
12 divided by 4 1,calculator
add numbers 2,calculator
calculate 5 plus 7 3,calculator
12 divided by 4 4,calculator
solve 9 times 8 0,calculator
solve 9 times 8 1,calculator
add numbers 2,calculator
add numbers 3,calculator
add numbers 4,calculator
12 divided by 4 0,calculator
12 divided by 4 1,calculator
add numbers 2,calculator
add numbers 3,calculator
12 divided by 4 4,calculator
add numbers 0,calculator
12 divided by 4 1,calculator
12 divided by 4 2,calculator
add numbers 3,calculator
calculate 5 plus 7 4,calculator
add numbers 0,calculator
solve 9 times 8 1,calculator
calculate 5 plus 7 2,calculator
solve 9 times 8 3,calculator
12 divided by 4 4,calculator
add numbers 0,calculator
calculate 5 plus 7 1,calculator
solve 9 times 8 2,calculator
solve 9 times 8 3,calculator
12 divided by 4 4,calculator
calculate 5 plus 7 0,calculator
solve 9 times 8 1,calculator
solve 9 times 8 2,calculator
calculate 5 plus 7 3,calculator
12 divided by 4 4,calculator
calculate 5 plus 7 0,calculator
solve 9 times 8 1,calculator
solve 9 times 8 2,calculator
add numbers 3,calculator
12 divided by 4 4,calculator
add numbers 0,calculator
add numbers 1,calculator
solve 9 times 8 2,calculator
solve 9 times 8 3,calculator
calculate 5 plus 7 4,calculator
solve 9 times 8 0,calculator
calculate 5 plus 7 1,calculator
solve 9 times 8 2,calculator
calculate 5 plus 7 3,calculator
12 divided by 4 4,calculator
calculate 5 plus 7 0,calculator
add numbers 1,calculator
add numbers 2,calculator
12 divided by 4 3,calculator
12 divided by 4 4,calculator
add numbers 0,calculator
add numbers 1,calculator
solve 9 times 8 2,calculator
12 divided by 4 3,calculator
12 divided by 4 4,calculator
solve 9 times 8 0,calculator
calculate 5 plus 7 1,calculator
solve 9 times 8 2,calculator
solve 9 times 8 3,calculator
calculate 5 plus 7 4,calculator
add numbers 0,calculator
add numbers 1,calculator
solve 9 times 8 2,calculator
calculate 5 plus 7 3,calculator
calculate 5 plus 7 4,calculator
start fm 0,play_radio
start fm 1,play_radio
tune to station 2,play_radio
start fm 3,play_radio
start fm 4,play_radio
start fm 0,play_radio
tune to station 1,play_radio
radio please 2,play_radio
radio please 3,play_radio
tune to station 4,play_radio
tune to station 0,play_radio
start fm 1,play_radio
tune to station 2,play_radio
radio please 3,play_radio
play radio 4,play_radio
play radio 0,play_radio
play radio 1,play_radio
radio please 2,play_radio
tune to station 3,play_radio
radio please 4,play_radio
tune to station 0,play_radio
play radio 1,play_radio
radio please 2,play_radio
start fm 3,play_radio
play radio 4,play_radio
radio please 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
tune to station 3,play_radio
tune to station 4,play_radio
radio please 0,play_radio
radio please 1,play_radio
play radio 2,play_radio
radio please 3,play_radio
play radio 4,play_radio
tune to station 0,play_radio
radio please 1,play_radio
radio please 2,play_radio
tune to station 3,play_radio
start fm 4,play_radio
start fm 0,play_radio
tune to station 1,play_radio
radio please 2,play_radio
play radio 3,play_radio
play radio 4,play_radio
start fm 0,play_radio
play radio 1,play_radio
tune to station 2,play_radio
tune to station 3,play_radio
tune to station 4,play_radio
start fm 0,play_radio
tune to station 1,play_radio
play radio 2,play_radio
play radio 3,play_radio
start fm 4,play_radio
tune to station 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
start fm 3,play_radio
play radio 4,play_radio
tune to station 0,play_radio
tune to station 1,play_radio
tune to station 2,play_radio
start fm 3,play_radio
radio please 4,play_radio
tune to station 0,play_radio
tune to station 1,play_radio
tune to station 2,play_radio
play radio 3,play_radio
start fm 4,play_radio
start fm 0,play_radio
play radio 1,play_radio
tune to station 2,play_radio
radio please 3,play_radio
tune to station 4,play_radio
tune to station 0,play_radio
start fm 1,play_radio
tune to station 2,play_radio
radio please 3,play_radio
radio please 4,play_radio
tune to station 0,play_radio
play radio 1,play_radio
tune to station 2,play_radio
tune to station 3,play_radio
start fm 4,play_radio
tune to station 0,play_radio
play radio 1,play_radio
tune to station 2,play_radio
start fm 3,play_radio
tune to station 4,play_radio
radio please 0,play_radio
start fm 1,play_radio
tune to station 2,play_radio
radio please 3,play_radio
tune to station 4,play_radio
play radio 0,play_radio
play radio 1,play_radio
play radio 2,play_radio
start fm 3,play_radio
radio please 4,play_radio
start fm 0,play_radio
radio please 1,play_radio
radio please 2,play_radio
play radio 3,play_radio
play radio 4,play_radio
start fm 0,play_radio
tune to station 1,play_radio
radio please 2,play_radio
radio please 3,play_radio
play radio 4,play_radio
tune to station 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
start fm 3,play_radio
radio please 4,play_radio
tune to station 0,play_radio
start fm 1,play_radio
radio please 2,play_radio
tune to station 3,play_radio
radio please 4,play_radio
play radio 0,play_radio
play radio 1,play_radio
radio please 2,play_radio
radio please 3,play_radio
tune to station 4,play_radio
radio please 0,play_radio
radio please 1,play_radio
radio please 2,play_radio
play radio 3,play_radio
radio please 4,play_radio
start fm 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
radio please 3,play_radio
tune to station 4,play_radio
radio please 0,play_radio
start fm 1,play_radio
tune to station 2,play_radio
tune to station 3,play_radio
play radio 4,play_radio
play radio 0,play_radio
play radio 1,play_radio
tune to station 2,play_radio
play radio 3,play_radio
radio please 4,play_radio
radio please 0,play_radio
radio please 1,play_radio
radio please 2,play_radio
start fm 3,play_radio
play radio 4,play_radio
play radio 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
tune to station 3,play_radio
start fm 4,play_radio
tune to station 0,play_radio
play radio 1,play_radio
play radio 2,play_radio
tune to station 3,play_radio
play radio 4,play_radio
start fm 0,play_radio
start fm 1,play_radio
start fm 2,play_radio
radio please 3,play_radio
radio please 4,play_radio
start fm 0,play_radio
radio please 1,play_radio
radio please 2,play_radio
play radio 3,play_radio
tune to station 4,play_radio
run evening routine 0,routine
night routine 1,routine
run evening routine 2,routine
night routine 3,routine
start routine 4,routine
night routine 0,routine
morning routine 1,routine
run evening routine 2,routine
start routine 3,routine
night routine 4,routine
morning routine 0,routine
night routine 1,routine
night routine 2,routine
morning routine 3,routine
start routine 4,routine
run evening routine 0,routine
morning routine 1,routine
start routine 2,routine
morning routine 3,routine
night routine 4,routine
night routine 0,routine
run evening routine 1,routine
run evening routine 2,routine
night routine 3,routine
night routine 4,routine
start routine 0,routine
morning routine 1,routine
start routine 2,routine
morning routine 3,routine
run evening routine 4,routine
morning routine 0,routine
start routine 1,routine
start routine 2,routine
start routine 3,routine
start routine 4,routine
start routine 0,routine
night routine 1,routine
morning routine 2,routine
night routine 3,routine
start routine 4,routine
night routine 0,routine
morning routine 1,routine
run evening routine 2,routine
start routine 3,routine
start routine 4,routine
morning routine 0,routine
night routine 1,routine
morning routine 2,routine
run evening routine 3,routine
start routine 4,routine
start routine 0,routine
morning routine 1,routine
start routine 2,routine
run evening routine 3,routine
night routine 4,routine
night routine 0,routine
run evening routine 1,routine
run evening routine 2,routine
night routine 3,routine
morning routine 4,routine
night routine 0,routine
morning routine 1,routine
start routine 2,routine
morning routine 3,routine
night routine 4,routine
night routine 0,routine
night routine 1,routine
morning routine 2,routine
run evening routine 3,routine
run evening routine 4,routine
run evening routine 0,routine
start routine 1,routine
night routine 2,routine
morning routine 3,routine
morning routine 4,routine
start routine 0,routine
run evening routine 1,routine
run evening routine 2,routine
night routine 3,routine
night routine 4,routine
run evening routine 0,routine
morning routine 1,routine
night routine 2,routine
run evening routine 3,routine
night routine 4,routine
start routine 0,routine
start routine 1,routine
start routine 2,routine
night routine 3,routine
morning routine 4,routine
night routine 0,routine
night routine 1,routine
start routine 2,routine
run evening routine 3,routine
morning routine 4,routine
night routine 0,routine
start routine 1,routine
night routine 2,routine
run evening routine 3,routine
night routine 4,routine
run evening routine 0,routine
start routine 1,routine
morning routine 2,routine
morning routine 3,routine
morning routine 4,routine
night routine 0,routine
morning routine 1,routine
morning routine 2,routine
start routine 3,routine
start routine 4,routine
start routine 0,routine
start routine 1,routine
run evening routine 2,routine
morning routine 3,routine
start routine 4,routine
run evening routine 0,routine
morning routine 1,routine
run evening routine 2,routine
morning routine 3,routine
night routine 4,routine
morning routine 0,routine
morning routine 1,routine
morning routine 2,routine
run evening routine 3,routine
run evening routine 4,routine
morning routine 0,routine
morning routine 1,routine
start routine 2,routine
morning routine 3,routine
run evening routine 4,routine
run evening routine 0,routine
start routine 1,routine
run evening routine 2,routine
start routine 3,routine
start routine 4,routine
run evening routine 0,routine
morning routine 1,routine
start routine 2,routine
run evening routine 3,routine
night routine 4,routine
start routine 0,routine
morning routine 1,routine
night routine 2,routine
night routine 3,routine
morning routine 4,routine
run evening routine 0,routine
start routine 1,routine
night routine 2,routine
night routine 3,routine
morning routine 4,routine
run evening routine 0,routine
run evening routine 1,routine
start routine 2,routine
start routine 3,routine
night routine 4,routine
night routine 0,routine
night routine 1,routine
start routine 2,routine
night routine 3,routine
run evening routine 4,routine
morning routine 0,routine
morning routine 1,routine
run evening routine 2,routine
morning routine 3,routine
run evening routine 4,routine
run evening routine 0,routine
start routine 1,routine
night routine 2,routine
night routine 3,routine
start routine 4,routine
add task 0,todo_task
new to do 1,todo_task
task for today 2,todo_task
remember homework 3,todo_task
task for today 4,todo_task
new to do 0,todo_task
new to do 1,todo_task
remember homework 2,todo_task
remember homework 3,todo_task
new to do 4,todo_task
add task 0,todo_task
task for today 1,todo_task
task for today 2,todo_task
add task 3,todo_task
task for today 4,todo_task
new to do 0,todo_task
new to do 1,todo_task
add task 2,todo_task
new to do 3,todo_task
task for today 4,todo_task
new to do 0,todo_task
add task 1,todo_task
add task 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
add task 0,todo_task
add task 1,todo_task
task for today 2,todo_task
new to do 3,todo_task
add task 4,todo_task
task for today 0,todo_task
remember homework 1,todo_task
add task 2,todo_task
task for today 3,todo_task
remember homework 4,todo_task
task for today 0,todo_task
new to do 1,todo_task
add task 2,todo_task
add task 3,todo_task
add task 4,todo_task
add task 0,todo_task
new to do 1,todo_task
task for today 2,todo_task
task for today 3,todo_task
remember homework 4,todo_task
new to do 0,todo_task
remember homework 1,todo_task
remember homework 2,todo_task
remember homework 3,todo_task
remember homework 4,todo_task
task for today 0,todo_task
remember homework 1,todo_task
remember homework 2,todo_task
new to do 3,todo_task
add task 4,todo_task
new to do 0,todo_task
new to do 1,todo_task
task for today 2,todo_task
new to do 3,todo_task
new to do 4,todo_task
add task 0,todo_task
remember homework 1,todo_task
task for today 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
task for today 0,todo_task
remember homework 1,todo_task
add task 2,todo_task
task for today 3,todo_task
task for today 4,todo_task
add task 0,todo_task
new to do 1,todo_task
remember homework 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
remember homework 0,todo_task
add task 1,todo_task
new to do 2,todo_task
remember homework 3,todo_task
remember homework 4,todo_task
remember homework 0,todo_task
task for today 1,todo_task
new to do 2,todo_task
remember homework 3,todo_task
new to do 4,todo_task
remember homework 0,todo_task
remember homework 1,todo_task
new to do 2,todo_task
remember homework 3,todo_task
add task 4,todo_task
new to do 0,todo_task
remember homework 1,todo_task
new to do 2,todo_task
remember homework 3,todo_task
add task 4,todo_task
task for today 0,todo_task
remember homework 1,todo_task
remember homework 2,todo_task
task for today 3,todo_task
remember homework 4,todo_task
add task 0,todo_task
new to do 1,todo_task
task for today 2,todo_task
task for today 3,todo_task
task for today 4,todo_task
add task 0,todo_task
add task 1,todo_task
new to do 2,todo_task
add task 3,todo_task
add task 4,todo_task
new to do 0,todo_task
task for today 1,todo_task
new to do 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
new to do 0,todo_task
task for today 1,todo_task
new to do 2,todo_task
new to do 3,todo_task
remember homework 4,todo_task
new to do 0,todo_task
remember homework 1,todo_task
new to do 2,todo_task
task for today 3,todo_task
remember homework 4,todo_task
add task 0,todo_task
new to do 1,todo_task
add task 2,todo_task
remember homework 3,todo_task
add task 4,todo_task
add task 0,todo_task
add task 1,todo_task
add task 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
task for today 0,todo_task
add task 1,todo_task
remember homework 2,todo_task
task for today 3,todo_task
new to do 4,todo_task
task for today 0,todo_task
remember homework 1,todo_task
add task 2,todo_task
add task 3,todo_task
task for today 4,todo_task
remember homework 0,todo_task
task for today 1,todo_task
new to do 2,todo_task
new to do 3,todo_task
add task 4,todo_task
remember homework 0,todo_task
task for today 1,todo_task
remember homework 2,todo_task
new to do 3,todo_task
new to do 4,todo_task
new to do 0,todo_task
new to do 1,todo_task
task for today 2,todo_task
remember homework 3,todo_task
task for today 4,todo_task
remember homework 0,todo_task
task for today 1,todo_task
new to do 2,todo_task
add task 3,todo_task
add task 4,todo_task
new to do 0,todo_task
add task 1,todo_task
remember homework 2,todo_task
remember homework 3,todo_task
remember homework 4,todo_task
meters to feet 0,unit_conversion
convert miles to km 1,unit_conversion
meters to feet 2,unit_conversion
meters to feet 3,unit_conversion
meters to feet 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
grams in kg 1,unit_conversion
meters to feet 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
grams in kg 0,unit_conversion
convert miles to km 1,unit_conversion
grams in kg 2,unit_conversion
grams in kg 3,unit_conversion
meters to feet 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
grams in kg 1,unit_conversion
grams in kg 2,unit_conversion
meters to feet 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
grams in kg 0,unit_conversion
meters to feet 1,unit_conversion
convert miles to km 2,unit_conversion
grams in kg 3,unit_conversion
grams in kg 4,unit_conversion
meters to feet 0,unit_conversion
convert miles to km 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
convert miles to km 3,unit_conversion
grams in kg 4,unit_conversion
grams in kg 0,unit_conversion
convert miles to km 1,unit_conversion
grams in kg 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
convert miles to km 0,unit_conversion
convert miles to km 1,unit_conversion
grams in kg 2,unit_conversion
meters to feet 3,unit_conversion
grams in kg 4,unit_conversion
grams in kg 0,unit_conversion
convert miles to km 1,unit_conversion
convert miles to km 2,unit_conversion
meters to feet 3,unit_conversion
grams in kg 4,unit_conversion
meters to feet 0,unit_conversion
convert miles to km 1,unit_conversion
convert miles to km 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
meters to feet 0,unit_conversion
meters to feet 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
convert miles to km 3,unit_conversion
grams in kg 4,unit_conversion
grams in kg 0,unit_conversion
grams in kg 1,unit_conversion
meters to feet 2,unit_conversion
convert miles to km 3,unit_conversion
convert miles to km 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
celsius to fahrenheit 1,unit_conversion
meters to feet 2,unit_conversion
grams in kg 3,unit_conversion
meters to feet 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
grams in kg 1,unit_conversion
meters to feet 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
meters to feet 4,unit_conversion
convert miles to km 0,unit_conversion
convert miles to km 1,unit_conversion
grams in kg 2,unit_conversion
celsius to fahrenheit 3,unit_conversion
grams in kg 4,unit_conversion
meters to feet 0,unit_conversion
grams in kg 1,unit_conversion
celsius to fahrenheit 2,unit_conversion
grams in kg 3,unit_conversion
grams in kg 4,unit_conversion
meters to feet 0,unit_conversion
grams in kg 1,unit_conversion
grams in kg 2,unit_conversion
grams in kg 3,unit_conversion
celsius to fahrenheit 4,unit_conversion
celsius to fahrenheit 0,unit_conversion
meters to feet 1,unit_conversion
meters to feet 2,unit_conversion
